id,municipio,vereda,longitud,latitud,altitud,caudal_ver,vigencia,tipo_vert,sist_trata,descarga,clase_vert,actividad,fuente_rec,cuerpo_rec,tipo_desc,observacio,sist_med_c,coordenadas
553,El Espino,Zona Urbana El Espino,-72.49444444,6.480722222,2131,No Reportado,10/10/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo Del Caudal. La Fuente Receptora Es La Quebrada Gallinacera,Otro,POINT (-72.49444444 6.480722222)
554,El Espino,Zona Urbana El Espino,-72.49472222,6.479444444,2107,No Reportado,10/10/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo Del Caudal. La Fuente Receptora Es La Quebrada Gallinacera,Otro,POINT (-72.49472222 6.479444444)
555,El Espino,Zona Urbana El Espino,-72.49694444,6.480972222,2120,No Reportado,10/10/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo Del Caudal. La Fuente Receptora Es La Quebrada Gallinacera,Otro,POINT (-72.49694444 6.480972222)
556,El Espino,Zona Urbana El Espino,-72.49777778,6.482111111,2131,No Reportado,10/10/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo Del Caudal. La Fuente Receptora Es La Quebrada Gallinacera,Otro,POINT (-72.49777778 6.482111111)
557,El Espino,Zona Urbana El Espino,-72.49677778,6.482083333,2130,No Reportado,10/10/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo Del Caudal.,Otro,POINT (-72.49677778 6.482083333)
558,El Espino,Tobal,-72.49591667,6.474277778,1987,No Reportado,10/10/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo Del Caudal.,Otro,POINT (-72.49591667 6.474277778)
559,Guican,Centro,-72.41452778,6.461888889,2852,No Reportado,09/24/2018 12:00:00 AM,Puntual,Normal,1,1,6 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.41452778 6.461888889)
560,Guican,Centro,-72.41597222,6.460944444,2777,No Reportado,09/24/2018 12:00:00 AM,Puntual,Normal,1,1,6 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.41597222 6.460944444)
561,Guican,Zona Urbana Guican,-72.4125,6.460333333,2886,No Reportado,09/24/2018 12:00:00 AM,Puntual,Normal,1,1,6 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.4125 6.460333333)
562,Soata,Zona Urbana Soata,-72.68166667,6.3295,1954,No Reportado,10/24/2018 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.68166667 6.3295)
563,Soata,La Costa,-72.67766667,6.337916667,1935,No Reportado,10/24/2018 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.67766667 6.337916667)
564,Soata,La Costa,-72.67722222,6.338055556,1917,No Reportado,10/24/2018 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.67722222 6.338055556)
565,Soata,La Costa,-72.67455556,6.337472222,1856,No Reportado,10/24/2018 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.67455556 6.337472222)
566,Soata,Zona Urbana Soata,-72.68111111,6.33775,1959,No Reportado,10/24/2018 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,Existe Un Vertimiento 5: Es Un Sector De 13 Casas Lozalizadas A La Salida Para El Municipio De Tipacoque. Las Cuales Se Encuentran En Una Zona De Alto Riesgo. Cada Vivienda Realiza Una Descarga Puntual Sobre Un Desfiladero Mediante Tuberia Al Aire. Segun,Otro,POINT (-72.68111111 6.33775)
567,Covarachia,Centro,-72.73847222,6.504055556,2249,No Reportado,12/03/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.73847222 6.504055556)
568,Covarachia,Zona Urbana Covarachia,-72.74037222,6.49985,2307,No Reportado,12/03/2018 12:00:00 AM,2,Normal,1,1,4 Seguimientos,Suelo,Suelo,Difusa,No Se Realizo Aforo El Caudal,Otro,POINT (-72.74037222 6.49985)
569,Guacamayas,La Palma,-72.49744444,6.46375,2146,No Reportado,11/28/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Ptar,Ptar,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.49744444 6.46375)
570,Tipacoque,Bavata,-72.68944444,6.418527778,1796,No Reportado,11/29/2018 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada Tipacoque,Quebrada Tipacoque,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.68944444 6.418527778)
571,Boavita,Cacota,-72.58333333,6.3275,2139,No Reportado,11/13/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada Ocalaya,Quebrada Ocalaya,Puntual,No Se Realizo Aforo Del Caudal. Realiza Su Descarga A La Quebrada Ocalaya Indirectamente Por Infiltracion.,Otro,POINT (-72.58333333 6.3275)
572,Boavita,Cacota,-72.58777778,6.326944444,2140,No Reportado,11/13/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.58777778 6.326944444)
573,Boavita,Zona Urbana,-72.58722222,6.330277778,2170,No Reportado,11/13/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada Cacota,Quebrada Cacota,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.58722222 6.330277778)
574,Boavita,Zona Urbana,-72.58775,6.330055556,2155,No Reportado,11/13/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.58775 6.330055556)
575,Boavita,San Isidro,-72.58853889,6.330863889,2160,No Reportado,11/13/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.58853889 6.330863889)
576,Boavita,Zona Urbana,-72.58225833,6.327872222,2142,No Reportado,11/13/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.58225833 6.327872222)
577,Chiscas,Centro,-72.50111111,6.554722222,2369,No Reportado,11/09/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.50111111 6.554722222)
578,Chiscas,Centro,-72.50138889,6.554722222,2367,No Reportado,11/09/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.50138889 6.554722222)
579,Chiscas,Centro,-72.50305556,6.5525,2372,No Reportado,11/09/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.50305556 6.5525)
580,Chiscas,Centro,-72.5025,6.551666667,2360,No Reportado,11/09/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.5025 6.551666667)
581,Chiscas,Centro,-72.50194444,6.551666667,2342,No Reportado,11/09/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.50194444 6.551666667)
582,Chiscas,Centro,-72.49944444,6.548333333,2296,No Reportado,11/09/2018 12:00:00 AM,Puntual,Normal,1,1,5 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo El Caudal,Otro,POINT (-72.49944444 6.548333333)
583,MARIPI,CENTRO,5.552122222,5.552122222,1184,9.77,,PUNTUAL,Normal,1,DOMESTICO,,Quebrada YANACA,Quebrada YANACA,PUNTUAL,,VOLUMETRICO,POINT (5.552122222 5.552122222)
584,MARIPI,CENTRO,5.547772222,5.547772222,1274,NA,,PUNTUAL,Normal,1,DOMESTICO,,Quebrada LA LOCHA,Quebrada LA LOCHA,PUNTUAL,,NA,POINT (5.547772222 5.547772222)
585,PUERTO_BOYACA,VELAZQUEZ,5.912547222,5.912547222,248,NA,,PUNTUAL,Normal,1,1,,SUELO,SUELO,PUNTUAL,,NA,POINT (5.912547222 5.912547222)
586,PUERTO_BOYACA,VELAZQUEZ,5.912547222,5.912547222,252,NA,,PUNTUAL,Normal,1,1,,SUELO,SUELO,PUNTUAL,,NA,POINT (5.912547222 5.912547222)
587,PUERTO_BOYACA,VELAZQUEZ,5.912238889,5.912238889,254,NA,,PUNTUAL,Normal,1,1,,SUELO,SUELO,PUNTUAL,,NA,POINT (5.912238889 5.912238889)
588,TUNUNGUA,PENA BLANCA,5.734580556,5.734580556,1197,0.34,,PUNTUAL,Normal,1,1,,CAÑO GALVAN,CAÑO GALVAN,PUNTUAL,,NA,POINT (5.734580556 5.734580556)
589,TUNUNGUA,PENA BLANCA,5.734805556,5.734805556,1193,0.34,,PUNTUAL,Normal,1,1,,CAÑO GALVAN,CAÑO GALVAN,PUNTUAL,,NA,POINT (5.734805556 5.734805556)
590,MARIPI,CENTRO,5.557880556,5.557880556,1364,5.7,,PUNTUAL,Normal,1,INDUSTRIAL,,QUEBRADA YANACÁ,QUEBRADA YANACÁ,PUNTUAL,,VOLUMETRICO,POINT (5.557880556 5.557880556)
591,MARIPI,CENTRO,5.557897222,5.557897222,1368,6.7,,PUNTUAL,Normal,1,INDUSTRIAL,,QUEBRADA YANACÁ,QUEBRADA YANACÁ,PUNTUAL,,VOLUMETRICO,POINT (5.557897222 5.557897222)
592,MARIPI,CENTRO,5.558108333,5.558108333,1378,7.7,,PUNTUAL,Normal,1,INDUSTRIAL,,QUEBRADA YANACÁ,QUEBRADA YANACÁ,PUNTUAL,,VOLUMETRICO,POINT (5.558108333 5.558108333)
593,MARIPI,CENTRO,5.559738889,5.559738889,1387,8.7,,PUNTUAL,Normal,1,INDUSTRIAL,,QUEBRADA YANACÁ,QUEBRADA YANACÁ,PUNTUAL,,VOLUMETRICO,POINT (5.559738889 5.559738889)
594,MARIPI,CENTRO,5.558338889,5.558338889,1390,9.7,,PUNTUAL,Normal,1,INDUSTRIAL,,QUEBRADA YANACÁ,QUEBRADA YANACÁ,PUNTUAL,,VOLUMETRICO,POINT (5.558338889 5.558338889)
595,MARIPI,CENTRO,5.558616667,5.558616667,1426,10.7,,PUNTUAL,Normal,1,INDUSTRIAL,,QUEBRADA YANACÁ,QUEBRADA YANACÁ,PUNTUAL,,VOLUMETRICO,POINT (5.558616667 5.558616667)
596,MARIPI,CENTRO,5.557994444,5.557994444,1340,11.7,,PUNTUAL,Normal,1,INDUSTRIAL,,QUEBRADA YANACÁ,QUEBRADA YANACÁ,PUNTUAL,,VOLUMETRICO,POINT (5.557994444 5.557994444)
597,MARIPI,CENTRO,5.557897222,5.557897222,1345,12.7,,PUNTUAL,Normal,1,INDUSTRIAL,,QUEBRADA YANACÁ,QUEBRADA YANACÁ,PUNTUAL,,VOLUMETRICO,POINT (5.557897222 5.557897222)
598,TUNJA,PIRGUA,5.572335,5.572335,2723,0.000116,,2,Normal,1,DOMESTICO,,SUELO,SUELO,DIFUSA,,VOLUMETRICO,POINT (5.572335 5.572335)
599,TUNJA,PIRGUA,5.572274444,5.572274444,2724,0.000116,,2,Normal,1,DOMESTICO,,SUELO,SUELO,DIFUSA,,VOLUMETRICO,POINT (5.572274444 5.572274444)
600,TUNJA,PIRGUA,5.572248611,5.572248611,2723,0.000116,,2,Normal,1,DOMESTICO,,SUELO,SUELO,DIFUSA,,VOLUMETRICO,POINT (5.572248611 5.572248611)
601,TUNJA,PIRGUA,5.572244722,5.572244722,2723,0.000116,,2,Normal,1,DOMESTICO,,SUELO,SUELO,DIFUSA,,VOLUMETRICO,POINT (5.572244722 5.572244722)
602,TUNJA,PIRGUA,5.572242778,5.572242778,2723,0.000116,,2,Normal,1,DOMESTICO,,SUELO,SUELO,DIFUSA,,VOLUMETRICO,POINT (5.572242778 5.572242778)
603,TUNJA,PIRGUA,5.57224,5.57224,2723,0.000116,,2,Normal,1,DOMESTICO,,SUELO,SUELO,DIFUSA,,VOLUMETRICO,POINT (5.57224 5.57224)
604,TUNJA,PIRGUA,5.572237222,5.572237222,2723,0.000116,,2,Normal,1,DOMESTICO,,SUELO,SUELO,DIFUSA,,VOLUMETRICO,POINT (5.572237222 5.572237222)
605,TUNJA,PIRGUA,5.572234167,5.572234167,2723,0.000116,,2,Normal,1,DOMESTICO,,SUELO,SUELO,DIFUSA,,VOLUMETRICO,POINT (5.572234167 5.572234167)
605,TUNJA,PIRGUA,5.952116667,5.952116667,2723,0.000116,,2,Normal,1,DOMESTICO,,SUELO,SUELO,DIFUSA,,VOLUMETRICO,POINT (5.952116667 5.952116667)
